,Date,riskfree,kospi200,professionalism,pbr,activity,actualreturn,mktcap
210,2017-06-30,1.29,2.35,6127.214853977556,3.04388,6.233811139121102e-06,3.68,12900962.0
211,2017-07-31,1.24,0.91,1955.2894052580432,2.80822,1.8587243232569397e-06,-7.74,12547139.0
212,2017-08-31,1.27,-2.01,4136.534401296934,3.03406,9.660977533825767e-06,8.04,11944477.0
213,2017-09-30,1.27,2.47,2515.6587229407014,2.97515,8.058704545562445e-06,4.12,12908594.0
214,2017-10-31,1.26,5.47,4473.867371989054,3.417,1.4399946727728656e-05,14.85,14288407.0
215,2017-11-30,1.53,-1.55,5691.508713539506,3.31881,1.1764064723410243e-05,-0.88,15630445.0
216,2017-12-31,1.58,-1.89,5056.406548078738,3.70175,1.8804013977762156e-05,5.9,15908758.0
217,2018-01-31,1.54,2.66,3397.3146801325192,3.27182,-7.469893343344513e-06,-7.69,14398494.0
218,2018-02-28,1.51,-6.71,4037.354155635099,2.77353,-8.621653243865924e-06,-15.95,12834380.0
219,2018-03-31,1.54,0.56,2781.08907528394,2.87695,-5.206950700044232e-06,3.73,12511181.0
220,2018-04-30,1.51,2.84,4393.064787626427,2.77353,-1.2077478005436048e-05,-3.59,11818090.0
221,2018-05-31,1.55,-3.91,3640.9272252286482,2.95216,7.354319050870326e-06,6.44,12296624.0
222,2018-06-30,1.57,-5.23,2522.290928426759,2.86754,8.047081001718943e-06,-3.48,12996114.0
223,2018-07-31,1.52,-0.74,2199.8957227093283,2.71712,5.1612232343300235e-06,-5.25,12973563.0
224,2018-08-31,1.55,0.88,3480.3684731928874,2.19062,-1.9325183512611176e-05,-19.38,10843223.0
225,2018-09-30,1.65,1.11,3236.63933959341,2.16241,-1.531956968978672e-05,-2.95,9820859.0
226,2018-10-31,1.57,-12.15,5207.437424650451,2.106,1.4963176060918485e-06,-2.61,9716382.0
227,2018-11-30,1.76,3.38,2798.152188183144,2.45387,5.387319685966894e-06,22.54,10388093.0
228,2018-12-31,1.89,-4.19,4906.932273703932,2.0966,-1.2936750558003198e-05,-13.57,9558562.0
229,2019-01-31,1.81,9.13,2514.929604981753,1.88887,-6.317082246070352e-06,-4.04,9309494.0
230,2019-02-28,1.8,0.77,3998.9242395241763,2.08306,5.328197808077512e-06,5.83,10099039.0
231,2019-03-31,1.81,-2.58,1996.7125814042301,2.20663,1.0627888599669605e-05,5.93,9963395.0
232,2019-04-30,1.79,3.05,2148.110307319544,2.25076,1.2182649394708378e-05,2.0,10957650.0
233,2019-05-31,1.79,-7.38,2776.4667245014957,2.02127,-1.021220472063747e-05,-10.2,10119623.0
234,2019-06-30,1.83,4.84,4134.943929594724,1.99479,-6.008030892559559e-06,0.44,10532847.0
235,2019-07-31,1.56,-4.02,5441.315432965201,1.60289,-1.0868376420457026e-05,-19.65,8058419.0
236,2019-08-31,1.54,-3.7,2625.5060946288622,1.66291,-7.429533411940348e-06,3.97,7804659.0
237,2019-09-30,1.58,5.62,1599.6660404510687,1.66821,-1.12972552496015e-06,0.32,8269250.0
238,2019-10-31,1.29,0.83,3396.071176634681,1.58701,-3.965886447015041e-06,-4.87,7771792.0
239,2019-11-30,1.28,-0.28,2205.499230966535,1.55346,1.4669264920991732e-06,1.85,7723331.0
240,2019-12-31,1.39,6.14,1548.9734746133113,1.63114,1.6003388958104104e-05,5.0,7671481.0
241,2020-01-31,1.25,-3.15,2754.482342086368,1.32331,-6.378335416381095e-07,-3.03,7935762.0
242,2020-02-29,1.26,-8.45,2893.9078568074333,1.30854,-2.5183115228397105e-06,-3.59,7960078.0
243,2020-03-31,0.8,-11.64,5016.616734566086,1.37648,1.3159437958491578e-05,5.19,7879547.0
244,2020-04-30,0.76,10.42,4805.230011292253,1.41045,-2.1560198573680787e-06,1.81,8130353.0
245,2020-05-31,0.49,3.94,5386.173948963439,1.36319,-1.5842998055543598e-07,-3.35,8299854.0
246,2020-06-30,0.57,4.39,4714.320108262473,1.4843,3.0551373363667033e-07,8.88,8338254.0
247,2020-07-31,0.51,6.87,8105.46486712022,1.89045,3.209353373087652e-08,27.36,10607784.0
248,2020-08-31,0.55,2.61,7707.431261300924,2.45906,1.833599696339286e-06,30.08,12688122.0
249,2020-09-30,0.55,-0.9,12650.559081250667,2.45168,-3.454875796036382e-06,8.85,15522014.0
250,2020-10-31,0.52,-2.53,7480.1322274309905,1.72799,4.395305291420833e-06,-29.52,11930951.0
251,2020-11-30,0.6,14.74,4187.8411157893,1.84614,-7.211847266144261e-06,6.84,10875530.0
252,2020-12-31,0.61,12.5,3700.8353383567674,1.94214,3.8980109951801215e-06,5.2,10896132.0
253,2021-01-31,0.52,6.11,7536.36122941329,1.82398,8.763820254807486e-07,4.37,10951240.0
254,2021-02-28,0.59,-3.94,5837.959019178576,1.71301,4.016418416888283e-06,-3.14,11498403.0
255,2021-03-31,0.59,1.25,2331.3305201222106,1.7893,-9.383189079645315e-07,4.45,10589915.0
256,2021-04-30,0.49,1.38,4507.472234525448,1.79623,8.112798673775938e-06,1.97,11704248.0
257,2021-05-31,0.51,1.31,2930.52703660136,1.93494,-2.3292579482645036e-06,7.72,11388839.0
258,2021-06-30,0.63,3.03,4367.972330272918,1.85865,-7.0524233713275025e-06,-2.19,11683816.0
259,2021-07-31,0.58,-3.4,4025.996663226853,1.92107,3.1496674578865306e-06,3.36,11924095.0
260,2021-08-31,0.9,-0.97,3914.483885810059,1.7893,-6.0961708492419946e-06,-6.86,11288560.0
261,2021-09-30,0.92,-2.48,1821.9001771729143,1.63672,-1.4585957642389124e-06,-5.6,10506685.0
262,2021-10-31,0.76,-2.9,2120.471402191194,1.71301,1.3502621609632944e-05,7.86,10547399.0
263,2021-11-30,1.067,-3.92,4347.289638748375,1.62285,2.898608596856932e-06,-5.26,10896560.0
264,2021-12-31,1.437,5.61,2242.1938147758187,1.73382,-1.654092999559396e-07,6.84,10314420.0
265,2022-01-31,1.277,-10.77,3316.879230397294,1.51882,-2.6132637491806494e-06,-9.5,9807294.0
266,2022-02-28,1.39,0.99,3070.670753283101,1.42173,-1.3112554016102245e-06,-6.39,8712342.0
267,2022-03-31,1.454,1.13,1958.7477618682803,1.54656,8.293405068492302e-06,8.78,9244094.0
268,2022-04-30,1.53,-2.39,1592.473611482237,1.32602,-1.114710766992649e-05,-13.09,8802048.0
269,2022-05-31,1.863,-0.15,3061.7961619709704,1.15819,-1.4984824621037715e-06,-12.66,7120634.0
270,2022-06-30,2.337,-12.85,2078.18150990968,0.95568,-1.55651389277029e-06,-15.98,6391932.0
271,2022-07-31,2.341,3.34,1921.7840027145712,1.00007,-3.9870224192022946e-06,2.56,5961899.0
