,Date,riskfree,kospi200,professionalism,pbr,activity,MA1M,indireturn,indistd,actualreturn,indexreturn
0,1999-12-31,4.79,11.18,17704.11789223271,0.3823,-4.522169414661568e-06,4.39,4.39,0.0731,4.39,11.18
1,2000-01-31,4.78,-8.41,12360.072329291346,17.70833,-5.687252311407377e-07,-12.62,-12.62,0.0611,-12.62,-8.41
2,2000-02-29,5.07,-13.36,11495.357389077659,15.625,-4.629904855490025e-06,-13.73,-13.73,0.0581,-13.73,-13.36
3,2000-03-31,5.05,4.71,20506.418878642307,15.05682,1.4109433729186071e-06,-3.64,-3.64,0.0656,-3.64,4.71
4,2000-04-30,5.06,-17.96,11703.684929870888,12.78409,-9.996141855456364e-06,-20.7,-20.7,0.0427,-20.7,-17.96
5,2000-05-31,5.12,1.68,12663.804692805319,10.65341,-5.857336692395802e-06,-16.67,-16.67,0.0903,-16.67,1.68
6,2000-06-30,5.16,12.61,10414.107220141881,10.41667,5.619430146417776e-07,10.0,10.0,0.0428,10.0,12.61
7,2000-07-31,5.13,-14.44,26407.811940351752,10.03788,-9.960588638947425e-06,-3.64,-3.64,0.0489,-3.64,-14.44
8,2000-08-31,5.12,-3.14,10947.949619771864,9.68277,-1.2056231292032776e-06,-3.54,-3.54,0.0213,-3.54,-3.14
9,2000-09-30,5.09,-17.36,6827.591592519815,8.09659,-3.2173640864882224e-06,-19.15,-19.15,0.0483,-19.15,-17.36
10,2000-10-31,5.37,-16.2,6599.848002756798,5.30303,-1.3855171685250405e-06,-34.5,-34.5,0.027,-34.5,-16.2
11,2000-11-30,5.32,-0.81,9716.25030490665,5.5161,-2.745736785724767e-06,0.87,0.87,0.034,0.87,-0.81
