,Date,riskfree,kospi200,professionalism,pbr,activity,actualreturn,mktcap
0,1999-12-31,4.79,11.18,186958.8157589551,0.70096,1.206978301516109e-06,-30.0,137966
1,2000-01-31,4.78,-8.41,96562.18737833595,0.66967,8.407202844407179e-07,-4.46,79625
2,2000-02-29,5.07,-13.36,79032.80386740332,0.67279,-8.212365525232869e-07,-0.46,80002
3,2000-03-31,5.05,4.71,127346.9229368254,0.81,1.1335225605846312e-07,20.38,89498
4,2000-04-30,5.06,-17.96,35942.55493553719,0.61171,-2.958868992439316e-06,-36.49,75625
5,2000-05-31,5.12,1.68,26729.089136727398,0.47637,-1.999491138805725e-06,-22.13,58730
6,2000-06-30,5.16,12.61,26415.711617200326,0.46663,-1.1179881663321631e-06,-0.28,52999
7,2000-07-31,5.13,-14.44,43122.09864696286,0.43606,-1.2850725982123765e-06,-6.56,52105
8,2000-08-31,5.12,-3.14,9467.45308644579,0.43139,-9.80943998415423e-07,-1.04,47417
9,2000-09-30,5.09,-17.36,25326.173511684705,0.40671,1.0727915589003139e-06,-5.45,44631
10,2000-10-31,5.37,-16.2,16580.150799843934,0.32608,2.7594330536082975e-08,-19.84,41008
11,2000-11-30,5.32,-0.81,14169.931124388919,0.31498,-6.473134184412537e-08,-3.59,36820
12,2000-12-31,6.08,-4.36,33458.78207293772,0.2918,9.88265012629747e-08,-12.06,36113
13,2001-01-31,5.27,23.09,32700.76651948052,0.38395,1.37057537582015e-06,31.55,38500
14,2001-02-28,5.06,-7.49,32291.46270989745,0.40479,4.120782716142991e-06,11.07,42223
15,2001-03-31,4.96,-9.68,19543.268680921134,0.41645,4.145878710354146e-06,2.89,40081
16,2001-04-30,5.01,11.19,46970.34558029457,0.56634,-4.534300106710392e-07,-3.44,43521
17,2001-05-31,5.01,5.02,24196.336408783864,0.56634,-3.6089334238577743e-06,0.0,42487
18,2001-06-30,4.99,-7.17,19679.082739871043,0.58468,-1.2686116711332356e-06,4.42,41564
19,2001-07-31,4.77,-8.5,9085.484443370648,0.45627,2.1062818272620968e-07,-21.94,37251
20,2001-08-31,4.54,0.66,13323.14174165859,0.43079,-5.746655293015087e-06,-5.62,36115
21,2001-09-30,4.0,-17.28,12013.755605607288,0.36282,6.076281254312062e-07,-25.0,29747
22,2001-10-31,4.02,12.78,9327.088474509026,0.39043,-1.3186480486441467e-07,7.58,30246
23,2001-11-30,4.04,20.45,15123.148105077973,0.44353,-1.1038646968923945e-06,13.75,33537
24,2001-12-31,4.01,10.41,17694.376239361234,0.47191,-2.3114840053984678e-07,6.85,34191
25,2002-01-31,3.98,6.92,43797.489433706854,0.60476,2.6042774872159165e-08,28.16,39891
26,2002-02-28,4.01,10.36,20477.033405324193,0.56634,-3.837135157181174e-08,-8.04,42598
27,2002-03-31,4.0,8.98,27345.38174649194,0.54973,-6.478392746993687e-07,-2.91,43115
28,2002-04-30,4.04,-4.87,10039.295213688903,0.44483,-6.584176390693276e-08,-24.58,37461
29,2002-05-31,4.28,-5.25,9937.431203537555,0.42618,5.613529645314611e-08,-4.2,31208
30,2002-06-30,4.26,-12.73,4952.2615515192665,0.37956,-3.926662363080264e-07,-10.23,29455
31,2002-07-31,4.27,-3.77,3735.663138764165,0.39137,-2.9571637120581076e-07,3.11,28062
32,2002-08-31,4.28,1.76,3048.6077036930074,0.40505,9.078405803972566e-08,3.0,27701
33,2002-09-30,4.28,-12.08,49390.064748939665,0.35885,-2.136474038352649e-08,-11.41,29236
34,2002-10-31,4.28,2.13,6087.88273007034,0.37128,3.651684917646559e-07,3.42,27296
35,2002-11-30,4.28,8.38,3419.3334458319273,0.37853,-2.412720791500262e-07,0.79,26667
36,2002-12-31,4.52,-13.23,35719.088961243564,0.35387,-1.002855743674401e-07,-6.49,28563
37,2003-01-31,4.34,-5.82,5003.30937659985,0.32652,-2.6397756720657844e-06,-7.78,25393
38,2003-02-28,4.27,-3.15,8368.91561333815,0.33626,2.212773957118675e-07,2.7,24921
39,2003-03-31,4.27,-6.59,3056.9523830975763,0.30684,3.1297744630487706e-07,-8.77,22198
40,2003-04-30,4.26,12.34,18320.451585525807,0.34592,2.5890468395059206e-07,14.65,25922
